shipment number,tndr_first_tender_fg,tndr_carrier_type_cd,award_target_share_percent,tndr_target_share_percent,distribution_channel_desc,shp_type_indicator_fg,transport_group_cd,award_carrier_cd,carrier_type_cd,carrier_type_desc,shipping_condition_cd,preceding_document_category_cd,transport_lane,source_zip_cd,destination_zip_cd,transport_region,temp_condition_cd,temp_channel_cd,fiscal_month_desc,data_flag,hit_or_miss
71978249,Y,N,0,0,Retail,O,NTC,CHRE,N,Non-Primary,41,C,SP-ET To 0016528300,CA-ON-L6Y 5,CA-NB-E2V 4,CANADA,D,D,May,train,0
71978261,Y,N,0,0,Retail,O,TC,VOMK,N,Non-Primary,40,C,SP-8R To 0060050134,CA-QC-J4B 1,CA-AB-T4A 0,CANADA,R,R,May,train,0
71978268,N,B,0,0,Retail,O,NTC,YFVO,B,Broadcast,40,C,SP-LK To 0060024831,US-PA-18045,US-IL-60450,DRY NORTHEAST,D,D,May,train,0
71978298,Y,N,0,0,Retail,O,NTC,MMQA,N,Non-Primary,40,C,SP-ET To 0016538000,CA-ON-L6Y 5,CA-ON-L6T 5,CANADA,D,D,May,train,0
71978313,Y,N,0,0,Intercomp/Interplnt,O,NTC,MMQA,N,Non-Primary,40,V,SP-H7 To SP-ET,US-MO-63401,CA-ON-L6Y 5,DRY SOUTHEAST,D,D,May,train,0
71978321,N,N,0,0,Intercomp/Interplnt,O,NTC,ZPEC,N,Non-Primary,40,V,SP-H7 To SP-WL,US-MO-63401,US-IL-60481,DRY SOUTHEAST,D,D,May,train,0
71978325,N,N,0,0,Intercomp/Interplnt,O,NTC,ZPEC,N,Non-Primary,40,V,SP-H7 To SP-WL,US-MO-63401,US-IL-60481,DRY SOUTHEAST,D,D,May,train,0
71978326,N,N,0,0,Intercomp/Interplnt,O,NTC,ZPEC,N,Non-Primary,40,V,SP-H7 To SP-RO,US-MO-63401,US-TX-76262,DRY SOUTHEAST,D,D,May,train,0
71978344,Y,N,0,0,NULL,I,NTC,DNNR,N,Non-Primary,40,V,V-00157261 To SP-BV,US-IL-60609,US-IL-61008,DRY MIDWEST,D,D,May,train,0
71978595,Y,N,0,0,Intercomp/Interplnt,O,NTC,VXJD,N,Non-Primary,40,V,SP-AL To SP-V4,US-NM-87113,US-TX-76010,DRY WEST,D,D,May,train,0
71978632,Y,N,0,0,Intercomp/Interplnt,O,NTC,NBNP,N,Non-Primary,40,V,SP-AL To SP-RB,US-NM-87113,US-MI-49512,DRY WEST,D,D,May,train,0
71978635,Y,N,0,0,Intercomp/Interplnt,O,NTC,NBNP,N,Non-Primary,40,V,SP-AL To SP-RB,US-NM-87113,US-MI-49512,DRY WEST,D,D,May,train,0
71978773,Y,N,0,0,Food Service,O,NTC,AENM,N,Non-Primary,40,C,SP-FE To 0060072758,US-IN-46809,US-MI-48180,DRY NORTHEAST,D,D,May,train,0
71978823,Y,N,0,0,Firesale/Misc.,O,NTC,BHHL,N,Non-Primary,40,C,SP-V4 To 0060056284,US-TX-76010,US-NY-13209,DRY SOUTHEAST,D,D,May,train,0
71978824,Y,N,0,0,Export,O,NTC,BHHL,N,Non-Primary,40,C,SP-SG To 0060013341,US-GA-30025,US-FL-33122,DRY SOUTHEAST,D,D,May,train,0
71978825,Y,N,0,0,NULL,I,NTC,TJIS,N,Non-Primary,40,V,V-00514646 To SP-RC,US-VA-24084,US-MI-49677,DRY NORTHEAST,D,D,May,train,0
71978830,Y,N,0,0,Food Service,O,NTC,NUXY,N,Non-Primary,40,C,SP-AB To 0022162500,US-GA-30102,US-TN-37601,DRY SOUTHEAST,D,D,May,train,0
71978831,Y,N,0,0,Food Service,O,NTC,BHHL,N,Non-Primary,40,C,SP-AB To 0060026808,US-GA-30102,US-SC-29209,DRY SOUTHEAST,D,D,May,train,0
71978832,Y,N,0,0,Food Service,O,NTC,BHHL,N,Non-Primary,40,C,SP-AB To 0026421100,US-GA-30102,US-FL-33167,DRY SOUTHEAST,D,D,May,train,0
71978833,Y,N,0,0,Food Service,O,NTC,BHHL,N,Non-Primary,40,C,SP-AB To 0020042400,US-GA-30102,US-FL-33404,DRY SOUTHEAST,D,D,May,train,0
71978834,Y,N,0,0,Intercomp/Interplnt,O,NTC,LROI,N,Non-Primary,60,V,SP-WL To SP-UQ,US-IL-60481,US-CA-95215,DRY MIDWEST,D,D,May,train,0
71978835,Y,N,0,0,Intercomp/Interplnt,O,NTC,NUXY,N,Non-Primary,40,V,SP-SW To SP-FE,US-NY-14043,US-IN-46809,DRY NORTHEAST,D,D,May,train,0
71978837,Y,N,0,0,Intercomp/Interplnt,O,NTC,NUXY,N,Non-Primary,40,I,SP-CA To SP-WS,US-IL-60446,US-OH-45692,DRY MIDWEST,D,D,May,train,0
71978838,Y,N,0,0,Intercomp/Interplnt,O,NTC,NUXY,N,Non-Primary,40,V,SP-LK To SP-FE,US-PA-18045,US-IN-46809,DRY NORTHEAST,D,D,May,train,0
71978902,N,B,0,0,Retail,O,NTC,BUXU,B,Broadcast,40,C,SP-WL To 0048002363,US-IL-60481,US-MN-55343,DRY MIDWEST,D,D,May,train,0
71978981,Y,N,0,0,Retail,O,TC,CHRE,N,Non-Primary,41,C,SP-LR To 0060063206,CA-ON-L5N 3,CA-ON-L8W 3,CANADA,F,F,May,train,0
71978991,N,N,0,0,Intercomp/Interplnt,O,NTC,GMDR,N,Non-Primary,40,V,SP-HN To SP-7091,US-MO-63401,US-MN-55428,DRY SOUTHEAST,D,D,May,train,0
71979061,Y,N,0,0,Intercomp/Interplnt,O,NTC,FLSZ,N,Non-Primary,40,V,SP-CI To SP-7202,US-OH-45241,US-MN-55418,DRY NORTHEAST,D,D,May,train,0
71979062,Y,N,0,0,NULL,I,NTC,UAFL,N,Non-Primary,41,V,V-00501767 To SP-YO,US-WI-54460,US-KY-40744,TEMP EAST,PH,R,May,train,0
71979195,Y,N,0,0,Intercomp/Interplnt,O,NTC,LROI,N,Non-Primary,60,I,SP-CA To SP-P9,US-IL-60446,US-PA-17078,TEMP WEST,PH,R,May,train,0
71979196,Y,N,0,0,Intercomp/Interplnt,O,TC,LROI,N,Non-Primary,60,V,SP-P8 To SP-SG,US-PA-17078,US-GA-30025,TEMP EAST,PH,R,May,train,0
71979197,Y,N,0,0,Intercomp/Interplnt,O,TC,LROI,N,Non-Primary,60,V,SP-CA To SP-P9,US-IL-60446,US-PA-17078,TEMP WEST,PH,R,May,train,0
71979198,Y,N,0,0,Intercomp/Interplnt,O,TC,LROI,N,Non-Primary,60,V,SP-CA To SP-SG,US-IL-60446,US-GA-30025,TEMP WEST,PH,R,May,train,0
71979278,Y,N,0,0,Intercomp/Interplnt,O,NTC,BHHL,N,Non-Primary,40,V,SP-YV To SP-WL,US-PA-16441,US-IL-60481,DRY NORTHEAST,D,D,May,train,0
71979319,Y,N,0,0,Intercomp/Interplnt,O,NTC,GMDR,N,Non-Primary,40,V,SP-FE To SP-ET,US-IN-46809,CA-ON-L6Y 5,DRY NORTHEAST,D,D,May,train,0
71979348,Y,N,0,0,Intercomp/Interplnt,O,NTC,SSAL,N,Non-Primary,40,V,SP-AL To SP-RB,US-NM-87113,US-MI-49512,DRY WEST,D,D,May,train,0
71979349,Y,N,0,0,Intercomp/Interplnt,O,TC,LROI,N,Non-Primary,60,V,SP-Y4 To SP-DC,US-OH-44830,US-CA-92571,TEMP EAST,PH,R,May,train,0
71979350,Y,N,0,0,Intercomp/Interplnt,O,TC,LROI,N,Non-Primary,60,I,SP-WL To SP-UQ,US-IL-60481,US-CA-95215,TEMP WEST,PH,R,May,train,0
71979356,Y,N,0,0,Intercomp/Interplnt,O,NTC,NUXY,N,Non-Primary,40,I,SP-39 To SP-AL,US-MO-63401,US-NM-87113,DRY SOUTHEAST,D,D,May,train,0
71979357,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-WW To 0060034710,US-IA-52404,US-MI-48193,DRY MIDWEST,D,D,May,train,0
71979358,Y,N,0,0,Food Service,O,NTC,NUXY,N,Non-Primary,40,C,SP-Y4 To 0060037691,US-OH-44830,US-NY-11106,DRY NORTHEAST,D,D,May,train,0
71979359,Y,N,0,0,Firesale/Misc.,O,NTC,NUXY,N,Non-Primary,40,C,SP-R7 To 0060066146,US-IA-52404,US-PA-17601,DRY MIDWEST,D,D,May,train,0
71979360,Y,N,0,0,Firesale/Misc.,O,NTC,NUXY,N,Non-Primary,40,C,SP-SW To 0060056284,US-NY-14043,US-NY-13209,DRY NORTHEAST,D,D,May,train,0
71979361,Y,N,0,0,Firesale/Misc.,O,NTC,NUXY,N,Non-Primary,40,C,SP-R7 To 0060066146,US-IA-52404,US-PA-17601,DRY MIDWEST,D,D,May,train,0
71979362,Y,N,0,0,Firesale/Misc.,O,NTC,NUXY,N,Non-Primary,40,C,SP-R7 To 0060066146,US-IA-52404,US-PA-17601,DRY MIDWEST,D,D,May,train,0
71979417,Y,N,0,0,Intercomp/Interplnt,O,NTC,UVJX,N,Non-Primary,40,V,SP-S3 To SP-FE,US-NY-14218,US-IN-46809,DRY NORTHEAST,D,D,May,train,0
71979449,Y,N,0,0,Intercomp/Interplnt,O,NTC,SSAL,N,Non-Primary,40,V,SP-AL To SP-RB,US-NM-87113,US-MI-49512,DRY WEST,D,D,May,train,0
71979460,Y,N,0,0,Intercomp/Interplnt,O,NTC,LROI,N,Non-Primary,60,V,SP-CO To SP-X7,US-GA-30161,US-PA-17057,DRY SOUTHEAST,D,D,May,train,0
71979464,Y,N,0,0,Intercomp/Interplnt,O,NTC,LROI,N,Non-Primary,60,V,SP-CO To SP-X7,US-GA-30161,US-PA-17057,DRY SOUTHEAST,D,D,May,train,0
71979507,Y,N,0,0,Intercomp/Interplnt,O,NTC,GMDR,N,Non-Primary,40,V,SP-H7 To SP-ET,US-MO-63401,CA-ON-L6Y 5,DRY SOUTHEAST,D,D,May,train,0
71979734,N,B,0,25,Intercomp/Interplnt,O,TC,BHHL,B,Broadcast,40,V,SP-JL To SP-JT,US-MO-64804,US-AR-72301,TEMP WEST,F,F,May,train,0
71979735,N,B,0,0,Intercomp/Interplnt,O,NTC,LROI,B,Broadcast,60,V,SP-B8 To SP-P9,US-MN-55418,US-PA-17078,DRY MIDWEST,D,D,May,train,0
71979751,Y,N,0,0,Retail,O,NTC,VOMK,N,Non-Primary,40,C,SP-LI To 0060050134,CA-AB-T2C 5,CA-AB-T4A 0,CANADA,D,D,May,train,0
71979767,Y,N,0,0,Intercomp/Interplnt,O,NTC,GMDR,N,Non-Primary,40,V,SP-H7 To SP-ET,US-MO-63401,CA-ON-L6Y 5,DRY SOUTHEAST,D,D,May,train,0
71979768,Y,N,0,0,Intercomp/Interplnt,O,NTC,GMDR,N,Non-Primary,40,V,SP-H7 To SP-ET,US-MO-63401,CA-ON-L6Y 5,DRY SOUTHEAST,D,D,May,train,0
71979818,N,B,0,100,Intercomp/Interplnt,O,NTC,BHHL,B,Broadcast,40,V,SP-YV To SP-WL,US-PA-16441,US-IL-60481,DRY NORTHEAST,D,D,May,train,0
71979822,Y,N,0,0,Firesale/Misc.,O,NTC,AENM,N,Non-Primary,40,C,SP-FE To 0048006586,US-IN-46809,US-OH-43228,DRY NORTHEAST,D,D,May,train,0
71979842,N,B,0,0,Intercomp/Interplnt,O,TC,BHHL,B,Broadcast,40,V,SP-JL To SP-JT,US-MO-64804,US-AR-72301,TEMP WEST,F,F,May,train,0
71979851,N,B,0,0,Intercomp/Interplnt,O,NTC,LROI,B,Broadcast,60,V,SP-B8 To SP-DC,US-MN-55418,US-CA-92571,DRY MIDWEST,D,D,May,train,0
71979860,N,B,0,0,Intercomp/Interplnt,O,NTC,VOMK,B,Broadcast,40,V,SP-B8 To SP-LI,US-MN-55418,CA-AB-T2C 5,DRY MIDWEST,D,D,May,train,0
71979897,Y,N,0,0,Intercomp/Interplnt,O,NTC,OBEX,N,Non-Primary,40,V,SP-WL To SP-DC,US-IL-60481,US-CA-92571,DRY MIDWEST,D,D,May,train,0
71980003,Y,N,0,0,Intercomp/Interplnt,O,NTC,NBNP,N,Non-Primary,40,V,SP-AL To SP-V4,US-NM-87113,US-TX-76010,DRY WEST,D,D,May,train,0
71980004,Y,N,0,0,Intercomp/Interplnt,O,NTC,NBNP,N,Non-Primary,40,V,SP-AL To SP-XU,US-NM-87113,US-IL-60007,DRY WEST,D,D,May,train,0
71980005,Y,N,0,0,Intercomp/Interplnt,O,NTC,NBNP,N,Non-Primary,40,V,SP-AL To SP-XU,US-NM-87113,US-IL-60007,DRY WEST,D,D,May,train,0
71980006,Y,N,0,0,Intercomp/Interplnt,O,NTC,NBNP,N,Non-Primary,40,V,SP-AL To SP-XU,US-NM-87113,US-IL-60007,DRY WEST,D,D,May,train,0
71980013,Y,N,0,0,Intercomp/Interplnt,O,TC,LROI,N,Non-Primary,60,V,SP-RR To SP-MD,US-OR-97301,US-PA-18106,DRY WEST,D,D,May,train,0
71980036,N,B,0,100,Intercomp/Interplnt,O,NTC,BHHL,B,Broadcast,40,V,SP-MY To SP-FE,US-IL-60538,US-IN-46809,DRY MIDWEST,D,D,May,train,0
71980091,N,B,0,0,Intercomp/Interplnt,O,NTC,LROI,B,Broadcast,60,I,SP-RW To SP-SG,US-MN-55044,US-GA-30025,DRY MIDWEST,D,D,May,train,0
71980092,Y,N,0,0,Retail,O,TC,GXAJ,N,Non-Primary,41,C,0060048858 To SP-M1,US-CA-92553,US-CA-91752,TEMP WEST,F,F,May,train,0
71980151,N,N,0,0,Intercomp/Interplnt,O,NTC,ZPEC,N,Non-Primary,40,V,SP-H7 To SP-WL,US-MO-63401,US-IL-60481,DRY SOUTHEAST,D,D,May,train,0
71980152,N,N,0,0,Intercomp/Interplnt,O,NTC,ZPEC,N,Non-Primary,40,V,SP-H7 To SP-WL,US-MO-63401,US-IL-60481,DRY SOUTHEAST,D,D,May,train,0
71980176,N,B,0,0,Intercomp/Interplnt,O,NTC,LROI,B,Broadcast,60,V,SP-B8 To SP-DC,US-MN-55418,US-CA-92571,DRY MIDWEST,D,D,May,train,0
71980191,N,B,0,0,Intercomp/Interplnt,O,NTC,LROI,B,Broadcast,60,V,SP-RW To SP-P9,US-MN-55044,US-PA-17078,DRY MIDWEST,D,D,May,train,0
71980201,Y,N,0,0,NULL,I,NTC,BUXU,N,Non-Primary,40,V,V-00510975 To SP-BU,US-MI-49048,US-NY-14203,DRY NORTHEAST,D,D,May,train,0
71980284,N,B,0,100,Food Service,O,TC,BHHL,B,Broadcast,40,C,SP-DH To 0060012115,US-CA-90746,US-CA-95620,TEMP WEST,R,R,May,train,0
71980295,N,N,0,0,Intercomp/Interplnt,O,NTC,ZPEC,N,Non-Primary,40,V,SP-H7 To SP-GB,US-MO-63401,US-IL-61401,DRY SOUTHEAST,D,D,May,train,0
71980318,N,B,0,0,Intercomp/Interplnt,O,TC,BHHL,B,Broadcast,40,V,SP-JL To SP-GE,US-MO-64804,US-IL-60134,TEMP WEST,F,F,May,train,0
71980334,N,B,0,0,Retail,O,TC,BHHL,B,Broadcast,40,C,SP-K8 To 0060048846,US-TN-37127,US-FL-32055,TEMP EAST,R,R,May,train,0
71980400,N,N,0,0,Intercomp/Interplnt,O,NTC,ZPEC,N,Non-Primary,40,V,SP-H7 To SP-GB,US-MO-63401,US-IL-61401,DRY SOUTHEAST,D,D,May,train,0
71980406,Y,N,0,0,Food Service,O,NTC,NUXY,N,Non-Primary,40,C,SP-FE To 0060048111,US-IN-46809,US-TN-37921,DRY NORTHEAST,D,D,May,train,0
71980458,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-RO To 0060025834,US-TX-76262,US-TX-78130,DRY SOUTHEAST,D,D,May,train,0
71980461,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-SG To 0060030022,US-GA-30025,US-NC-28150,DRY SOUTHEAST,D,D,May,train,0
71980589,N,B,0,100,NULL,I,NTC,YFVO,B,Broadcast,40,V,V-00506070 To SP-CF,US-MN-55427,US-IL-61006,DRY MIDWEST,D,D,May,train,0
71980697,Y,N,0,0,Intercomp/Interplnt,O,NTC,HJIK,N,Non-Primary,40,I,SP-CF To SP-PV,US-IL-61006,US-IL-60134,DRY MIDWEST,D,D,May,train,0
71980737,Y,N,0,0,Food Service,O,NTC,ZPEC,N,Non-Primary,40,C,SP-DC To 0010266100,US-CA-92571,US-WA-98499,DRY WEST,D,D,May,train,0
71980743,Y,N,0,0,Export,O,NTC,ZPEC,N,Non-Primary,40,C,SP-DC To 0060021720,US-CA-92571,US-CA-90059,DRY WEST,D,D,May,train,0
71980786,N,B,0,40,Intercomp/Interplnt,O,NTC,BUXU,B,Broadcast,40,V,SP-HN To SP-CC,US-MO-63401,US-IA-52233,DRY SOUTHEAST,D,D,May,train,0
71980802,Y,N,0,0,Intercomp/Interplnt,O,NTC,URXX,N,Non-Primary,40,I,SP-CA To SP-RB,US-IL-60446,US-MI-49512,DRY MIDWEST,D,D,May,train,0
71980803,Y,N,0,0,Intercomp/Interplnt,O,NTC,URXX,N,Non-Primary,40,V,SP-J9 To SP-WL,US-MI-49512,US-IL-60481,DRY NORTHEAST,D,D,May,train,0
71980833,Y,N,0,0,NULL,I,TC,UAFL,N,Non-Primary,41,V,V-00515205 To SP-V3,US-CA-90058,US-OH-43207,TEMP EAST,F,F,May,train,0
71980839,N,B,0,100,Firesale/Misc.,O,NTC,BUXU,B,Broadcast,40,C,SP-GB To 0060066146,US-IL-61401,US-PA-17601,DRY MIDWEST,D,D,May,train,0
71980942,N,B,0,100,Food Service,O,NTC,BHHL,B,Broadcast,40,C,SP-Y4 To 0060035585,US-OH-44830,US-MO-63146,DRY NORTHEAST,D,D,May,train,0
71980984,Y,N,0,0,Intercomp/Interplnt,O,NTC,LROI,N,Non-Primary,60,V,SP-UQ To SP-WL,US-CA-95215,US-IL-60481,DRY WEST,D,D,May,train,0
71980991,N,B,0,100,Intercomp/Interplnt,O,NTC,BHHL,B,Broadcast,40,V,SP-CI To SP-GB,US-OH-45241,US-IL-61401,DRY NORTHEAST,D,D,May,train,0
71981100,Y,N,0,0,Intercomp/Interplnt,O,TC,FLSZ,N,Non-Primary,40,I,SP-V9 To SP-EB,US-NE-68502,US-NE-68310,DRY WEST,D,D,May,train,0
71981153,N,B,0,0,Intercomp/Interplnt,O,NTC,BHHL,B,Broadcast,40,V,SP-CI To SP-WL,US-OH-45241,US-IL-60481,DRY NORTHEAST,D,D,May,train,0
71981339,N,B,0,100,Food Service,O,TC,BHHL,B,Broadcast,40,C,SP-X8 To 0060024546,US-MO-64836,US-TX-75160,TEMP WEST,F,F,May,train,0
71981627,N,N,0,0,Intercomp/Interplnt,O,NTC,FLSZ,N,Non-Primary,40,V,SP-CW To SP-F1,US-GA-30014,US-NM-87107,DRY SOUTHEAST,D,D,May,train,0
71981639,N,B,0,100,Food Service,O,NTC,BUXU,B,Broadcast,40,C,SP-Y4 To SP-MG,US-OH-44830,US-WI-53221,DRY NORTHEAST,D,D,May,train,0
71981707,N,N,0,0,Intercomp/Interplnt,O,NTC,FLSZ,N,Non-Primary,40,V,SP-CW To SP-F1,US-GA-30014,US-NM-87107,DRY SOUTHEAST,D,D,May,train,0
71981708,N,N,0,0,Intercomp/Interplnt,O,NTC,FLSZ,N,Non-Primary,40,V,SP-CW To SP-F1,US-GA-30014,US-NM-87107,DRY SOUTHEAST,D,D,May,train,0
71981742,N,N,0,0,NULL,I,TC,BHHL,N,Non-Primary,40,V,V-00505480 To SP-RC,US-TN-37033,US-MI-49677,TEMP WEST,R,R,May,train,0
71981764,N,B,0,100,Retail,O,TC,BHHL,B,Broadcast,40,C,SP-JT To 0048007838,US-AR-72301,US-MO-63114,TEMP WEST,F,F,May,train,0
71981854,N,B,0,100,Food Service,O,NTC,BUXU,B,Broadcast,40,C,SP-Y4 To 0060046631,US-OH-44830,US-MO-63114,DRY NORTHEAST,D,D,May,train,0
71981864,N,B,0,0,Retail,O,NTC,BHHL,B,Broadcast,40,C,SP-SG To 0060057913,US-GA-30025,US-AL-35022,DRY SOUTHEAST,D,D,May,train,0
71981867,N,B,0,100,NULL,I,NTC,ZPEC,B,Broadcast,40,V,V-00513950 To SP-BV,US-AL-35470,US-IL-61008,DRY MIDWEST,D,D,May,train,0
71981896,N,B,0,100,NULL,I,NTC,ZPEC,B,Broadcast,40,V,V-00141560 To SP-HN,US-MS-39145,US-MO-63401,DRY SOUTHEAST,D,D,May,train,0
71981900,N,B,0,100,Retail,O,NTC,BUXU,B,Broadcast,40,C,SP-SG To 0060070748,US-GA-30025,US-SC-29330,DRY SOUTHEAST,D,D,May,train,0
71981933,N,B,0,0,Retail,O,NTC,BHHL,B,Broadcast,40,C,SP-SG To 0060040243,US-GA-30025,US-SC-29353,DRY SOUTHEAST,D,D,May,train,0
71981967,N,B,0,0,Food Service,O,TC,BHHL,B,Broadcast,40,C,SP-DH To 0060067103,US-CA-90746,US-WA-99217,TEMP WEST,R,R,May,train,0
71981971,N,B,0,100,Food Service,O,TC,BHHL,B,Broadcast,40,C,SP-DH To 0060049641,US-CA-90746,US-CA-94601,TEMP WEST,R,R,May,train,0
71982027,N,B,0,100,Retail,O,NTC,MMQA,B,Broadcast,40,C,SP-ET To 0016538000,CA-ON-L6Y 5,CA-ON-L6T 5,CANADA,D,D,May,train,0
71982145,N,B,0,0,NULL,I,NTC,BHHL,B,Broadcast,40,V,V-00513445 To SP-7001,US-IL-60431,US-MI-49503,DRY NORTHEAST,D,D,May,train,0
71982196,N,B,0,100,NULL,I,NTC,BUXU,B,Broadcast,40,V,V-00514310 To SP-XQ,US-IA-50208,US-NE-68524,DRY WEST,D,D,May,train,0
71982204,N,B,0,0,Food Service,O,NTC,ZPEC,B,Broadcast,40,C,SP-MJ To 0020270400,US-MO-64120,US-NM-87121,DRY WEST,D,D,May,train,0
71982221,N,N,0,0,Retail,O,NTC,NBNP,N,Non-Primary,40,C,SP-WW To 0012790800,US-IA-52404,US-CA-95377,DRY MIDWEST,D,D,May,train,0
71982238,N,B,0,0,Intercomp/Interplnt,O,NTC,ZPEC,B,Broadcast,40,I,SP-39 To SP-CE,US-MO-63401,US-GA-30014,DRY SOUTHEAST,D,D,May,train,0
71982334,N,B,0,0,Intercomp/Interplnt,O,NTC,BUXU,B,Broadcast,40,I,SP-39 To SP-CE,US-MO-63401,US-GA-30014,DRY SOUTHEAST,D,D,May,train,0
71982395,Y,N,0,0,NULL,I,NTC,EZXA,N,Non-Primary,60,V,V-00510100 To SP-7061,US-CA-95987,US-MO-63401,DRY SOUTHEAST,D,D,May,train,0
71982503,N,B,0,0,Retail,O,TC,VOMK,B,Broadcast,40,C,SP-WN To 0060052596,CA-MB-R3T 1,CA-BC-V4W 1,CANADA,F,F,May,train,0
71982530,N,B,0,0,Retail,O,NTC,VOMK,B,Broadcast,40,C,SP-LI To 0016521300,CA-AB-T2C 5,CA-BC-V4N 4,CANADA,D,D,May,train,0
71982582,N,N,0,0,Food Service,O,TC,BHHL,N,Non-Primary,40,C,SP-JL To 0060044924,US-MO-64804,US-ME-04240,TEMP WEST,F,F,May,train,0
71982591,Y,N,0,0,NULL,I,NTC,BUXU,N,Non-Primary,40,V,V-00506070 To SP-HN,US-MN-55427,US-MO-63401,DRY SOUTHEAST,D,D,May,train,0
71982754,N,B,0,100,NULL,I,NTC,BHHL,B,Broadcast,40,V,V-00510060 To SP-HN,US-IL-60936,US-MO-63401,DRY SOUTHEAST,D,D,May,train,0
71982790,Y,N,0,0,NULL,I,NTC,URXX,N,Non-Primary,40,V,V-00514310 To SP-AL,US-IA-50208,US-NM-87113,DRY WEST,D,D,May,train,0
71982798,Y,N,0,0,NULL,I,NTC,EZXA,N,Non-Primary,60,V,V-00508723 To SP-HN,US-CA-93635,US-MO-63401,DRY SOUTHEAST,D,D,May,train,0
71982871,Y,N,0,0,Food Service,O,NTC,BHHL,N,Non-Primary,40,C,SP-FE To 0020004400,US-IN-46809,US-IL-60016,DRY NORTHEAST,D,D,May,train,0
71982872,Y,N,0,0,Firesale/Misc.,O,NTC,BHHL,N,Non-Primary,40,C,SP-R7 To 0060026465,US-IA-52404,US-PA-17981,DRY MIDWEST,D,D,May,train,0
71982873,Y,N,0,0,Food Service,O,NTC,BHHL,N,Non-Primary,40,C,SP-FE To 0019837700,US-IN-46809,US-WI-53545,DRY NORTHEAST,D,D,May,train,0
71982874,Y,N,0,0,Firesale/Misc.,O,NTC,BHHL,N,Non-Primary,40,C,SP-R7 To 0060066146,US-IA-52404,US-PA-17601,DRY MIDWEST,D,D,May,train,0
71982875,Y,N,0,0,Intercomp/Interplnt,O,NTC,BHHL,N,Non-Primary,40,V,SP-QB To SP-MJ,US-IL-60123,US-MO-64120,DRY MIDWEST,D,D,May,train,0
71982878,N,N,0,0,Food Service,O,NTC,NUXY,N,Non-Primary,40,C,SP-Y4 To 0060065481,US-OH-44830,US-IL-60163,DRY NORTHEAST,D,D,May,train,0
71982879,N,N,0,0,Food Service,O,NTC,NUXY,N,Non-Primary,40,C,SP-S3 To 0024962900,US-NY-14218,US-VA-23435,DRY NORTHEAST,D,D,May,train,0
71982881,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-FE To 0014074800,US-IN-46809,US-PA-18517,DRY NORTHEAST,D,D,May,train,0
71982918,N,B,0,100,Intercomp/Interplnt,O,NTC,YFVO,B,Broadcast,40,V,SP-Y4 To SP-FE,US-OH-44830,US-IN-46809,DRY NORTHEAST,D,D,May,train,0
71982949,Y,N,0,0,NULL,I,NTC,EZXA,N,Non-Primary,60,V,V-00508723 To SP-HN,US-CA-93635,US-MO-63401,DRY SOUTHEAST,D,D,May,train,0
71982950,Y,N,0,0,NULL,I,NTC,EZXA,N,Non-Primary,60,V,V-00508723 To SP-HN,US-CA-93635,US-MO-63401,DRY SOUTHEAST,D,D,May,train,0
71982951,Y,N,0,0,NULL,I,NTC,EZXA,N,Non-Primary,60,V,V-00510100 To SP-7061,US-CA-95987,US-MO-63401,DRY SOUTHEAST,D,D,May,train,0
71982953,Y,N,0,0,NULL,I,NTC,EZXA,N,Non-Primary,60,V,V-00510100 To SP-7061,US-CA-95987,US-MO-63401,DRY SOUTHEAST,D,D,May,train,0
71982954,Y,N,0,0,NULL,I,NTC,EZXA,N,Non-Primary,60,V,V-00510100 To SP-7061,US-CA-95987,US-MO-63401,DRY SOUTHEAST,D,D,May,train,0
71982955,Y,N,0,0,NULL,I,NTC,EZXA,N,Non-Primary,60,V,V-00510100 To SP-7061,US-CA-95987,US-MO-63401,DRY SOUTHEAST,D,D,May,train,0
71982956,Y,N,0,0,NULL,I,NTC,EZXA,N,Non-Primary,60,V,V-00508723 To SP-HN,US-CA-93635,US-MO-63401,DRY SOUTHEAST,D,D,May,train,0
71982957,Y,N,0,0,NULL,I,NTC,EZXA,N,Non-Primary,60,V,V-00508723 To SP-HN,US-CA-93635,US-MO-63401,DRY SOUTHEAST,D,D,May,train,0
71982958,Y,N,0,0,NULL,I,NTC,EZXA,N,Non-Primary,60,V,V-00508723 To SP-HN,US-CA-93635,US-MO-63401,DRY SOUTHEAST,D,D,May,train,0
71982959,Y,N,0,0,NULL,I,NTC,EZXA,N,Non-Primary,60,V,V-00508723 To SP-HN,US-CA-93635,US-MO-63401,DRY SOUTHEAST,D,D,May,train,0
71982960,Y,N,0,0,NULL,I,NTC,EZXA,N,Non-Primary,60,V,V-00508723 To SP-HN,US-CA-93635,US-MO-63401,DRY SOUTHEAST,D,D,May,train,0
71982962,N,B,0,5,Intercomp/Interplnt,O,NTC,BHHL,B,Broadcast,40,I,SP-7X To SP-CR,US-IA-50208,US-IA-52404,DRY MIDWEST,D,D,May,train,0
